+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                             ;
+---------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount|Add                       ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter|SumNextCount                           ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|RatingCounter                                        ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN|AddressMem                                           ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:7:SliceN                                                      ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount|Add                       ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter|SumNextCount                           ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|RatingCounter                                        ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN|AddressMem                                           ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:6:SliceN                                                      ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:3:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:2:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:1:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:0:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount|Add                       ; 17    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter|SumNextCount                           ; 17    ; 5              ; 0            ; 5              ; 9      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|RatingCounter                                        ; 5     ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN|AddressMem                                           ; 67    ; 0              ; 4            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:5:SliceN                                                      ; 135   ; 4              ; 0            ; 4              ; 110    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:4:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:7:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:4:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:6:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:4:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:5:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ArkI2|Cache|DatCache|\SliceGenerate:4:SliceN|RatingCounter|SumNextCount|Add|\AdderGenerator:4:FA  ; 3     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
